0.01;177246.09375
11.88;177734.375
47.2;177001.953125
51.78;177734.375
61.18;177001.953125
71.57;177734.375
109.15;177001.953125
111.86;177734.375
122.51;177001.953125
131.8;177734.375
148.05;177001.953125
152.09;177734.375
187.18;177001.953125
259.61;177490.234375
259.69;162109.375
259.7;178222.65625
259.71;177001.953125
272.21;177734.375
323.69;177001.953125
332.75;177734.375
344.84;177001.953125
352.25;177734.375
385.29;177001.953125
393.18;177734.375
461.64;177001.953125
473.52;177734.375
487.43;177001.953125
495.71;177734.375
541.84;177001.953125
553.7;177734.375
607.82;177001.953125
613.64;177734.375
621.59;177001.953125
633.54;177734.375
671.17;177001.953125
673.43;177734.375
720.93;177246.09375
734.31;185546.875
738.03;185058.59375
738.06;185546.875
739.99;185058.59375
754.0;185546.875
759.95;185058.59375
877.99;185546.875
878.21;185058.59375
879.67;185546.875
890.62;184814.453125
893.86;185546.875
900.15;185058.59375
914.07;185546.875
920.13;185058.59375
933.38;185546.875
935.27;185058.59375
935.28;185546.875
940.54;185058.59375
954.14;185546.875
1073.35;185058.59375
1078.92;185546.875
1085.03;184814.453125
1094.39;185546.875
1100.96;185058.59375
1114.29;185546.875
1120.91;185058.59375
1133.89;185546.875
1141.18;185058.59375
1154.28;185546.875
1160.84;185058.59375
1174.08;185546.875
1181.03;185058.59375
1194.5;185546.875
1200.77;185058.59375
1214.44;185546.875
1220.88;185058.59375
1234.86;185546.875
1241.07;185058.59375
1255.18;185546.875
1260.8;185058.59375
1274.74;185546.875
1280.98;185058.59375
1294.45;185546.875
1301.29;185058.59375
1314.7;185546.875
1319.68;185058.59375
1319.77;185546.875
1321.2;185058.59375
1334.8;185546.875
1339.13;185058.59375
1339.34;185546.875
1341.18;185058.59375
1354.78;185546.875
1361.28;185058.59375
1374.68;185546.875
1381.58;185058.59375
1394.61;185546.875
1401.54;185058.59375
1414.84;185546.875
1421.38;185058.59375
1435.31;185546.875
1534.38;185058.59375
1540.06;185546.875
1540.07;185058.59375
1540.6;185546.875
1547.61;184814.453125
1555.3;185546.875
1592.2;184814.453125
1595.09;185546.875
1629.74;184814.453125
1721.28;185546.875
1730.53;177001.953125
1735.78;177734.375
1768.49;177001.953125
1775.26;177734.375
1789.95;177001.953125
1800.08;177734.375
1845.98;177001.953125
1856.4;177734.375
1865.36;177001.953125
1875.82;177734.375
1886.96;177001.953125
1915.0;177734.375
1929.32;177001.953125
1936.08;177734.375
1948.56;177001.953125
1955.91;177734.375
1964.31;177001.953125
1976.06;177734.375
1983.4;177001.953125
2016.49;177734.375
2032.9;177001.953125
2036.23;177734.375
2044.61;177001.953125
2056.87;177734.375
2064.13;177001.953125
2076.68;177734.375
2086.17;177001.953125
2095.37;177734.375
2105.24;177001.953125
2116.25;177734.375
2125.4;177001.953125
2136.75;177734.375
2146.68;177001.953125
2157.66;177734.375
2165.82;177001.953125
2178.3;177734.375
2184.77;177001.953125
2218.12;177734.375
2226.02;177001.953125
2300.01;177490.234375
2305.67;163574.21875
2306.18;177490.234375
2306.6;177001.953125
2317.11;177734.375
2324.45;177001.953125
2338.42;177734.375
2454.82;177001.953125
2460.12;177734.375
2514.99;177001.953125
2518.53;177734.375
2554.6;177001.953125
2559.59;177734.375
2574.6;177001.953125
2579.25;177734.375
2634.93;177001.953125
2641.47;177734.375
2712.05;177001.953125
2739.61;185546.875
2745.72;184814.453125
2746.5;185302.734375
2746.81;184814.453125
2746.82;185302.734375
2747.08;184814.453125
2747.56;185302.734375
2874.91;184814.453125
2880.34;185546.875
2889.2;184814.453125
2889.27;185302.734375
2890.43;184814.453125
2891.37;185302.734375
2893.18;184814.453125
2893.95;185302.734375
2894.45;184814.453125
2900.0;185302.734375
2828.58;184814.453125
2842.87;185302.734375
2905.05;184814.453125
2905.83;185302.734375
2905.84;184814.453125
2907.02;185302.734375
2907.94;184814.453125
2907.95;185302.734375
2907.97;184814.453125
2907.98;185302.734375
2908.31;184814.453125
2909.37;185302.734375
2909.52;184814.453125
2909.79;185302.734375
2910.12;184814.453125
2910.65;185302.734375
2911.26;184814.453125
2911.89;185302.734375
2912.01;184814.453125
2912.77;185302.734375
2913.06;184814.453125
2914.17;185302.734375
2914.18;184814.453125
2914.74;185302.734375
2914.77;184814.453125
2915.67;185302.734375
2926.36;184814.453125
3000.0;185302.734375
3067.43;184814.453125
3068.78;185302.734375
3069.59;184814.453125
3069.99;185302.734375
3070.15;184814.453125
3070.43;185302.734375
3072.21;184814.453125
3115.48;185302.734375
3134.27;184814.453125
3139.12;185546.875
3146.22;184814.453125
3146.29;185302.734375
3146.7;184814.453125
3146.71;185302.734375
3147.07;184814.453125
3148.01;185302.734375
3148.79;184814.453125
3150.53;185302.734375
3151.04;184814.453125
3152.69;185302.734375
3152.7;184814.453125
3153.51;185302.734375
3153.58;184814.453125
3156.28;185302.734375
3166.14;184814.453125
3200.0;185302.734375
3206.75;184814.453125
3208.0;185302.734375
3208.23;184814.453125
3208.24;185302.734375
3209.13;184814.453125
3209.15;185302.734375
3209.98;184814.453125
3212.37;185302.734375
3212.39;184814.453125
3212.91;185302.734375
3213.17;184814.453125
3214.82;185302.734375
3214.9;184814.453125
3214.96;185302.734375
3215.23;184814.453125
3215.92;185302.734375
3216.05;184814.453125
3216.06;185302.734375
3226.85;184814.453125
3227.06;185302.734375
3227.14;184814.453125
3227.2;185302.734375
3227.21;184814.453125
3228.21;185302.734375
3228.6;184814.453125
3300.0;185302.734375
3306.84;184814.453125
3310.9;185302.734375
3310.93;184814.453125
3312.91;185302.734375
3313.69;184814.453125
3314.07;185302.734375
3314.68;184814.453125
3315.36;185302.734375
3315.44;184814.453125
3315.48;185302.734375
3326.72;184814.453125
3327.01;185302.734375
3327.8;184814.453125
3329.51;185302.734375
3329.96;184814.453125
3331.27;185302.734375
3331.28;184814.453125
3331.95;185302.734375
3331.97;184814.453125
3333.81;185302.734375
3334.12;184814.453125
3334.63;185302.734375
3334.79;184814.453125
3336.66;185302.734375
3346.56;184814.453125
3347.2;185302.734375
3347.46;184814.453125
3349.16;185302.734375
3349.28;184814.453125
3351.34;185302.734375
3351.67;184814.453125
3352.05;185302.734375
3352.16;184814.453125
3352.6;185302.734375
3353.06;184814.453125
3353.6;185302.734375
3353.94;184814.453125
3400.0;185302.734375
3407.58;184814.453125
3413.21;185302.734375
3413.91;184814.453125
3416.53;185302.734375
3416.63;184814.453125
3416.64;185302.734375
3426.39;184814.453125
3426.43;185302.734375
3427.44;184814.453125
3429.49;185302.734375
3429.7;184814.453125
3429.95;185302.734375
3430.06;184814.453125
3431.17;185302.734375
3431.31;184814.453125
3435.27;185302.734375
3435.28;184814.453125
3436.38;185302.734375
3436.39;184814.453125
3436.88;185302.734375
3446.35;184814.453125
3453.03;185302.734375
3453.22;184814.453125
3456.0;185302.734375
3456.06;184814.453125
3456.44;185302.734375
3457.01;184814.453125
3457.19;185302.734375
3492.03;184814.453125
3492.21;185302.734375
3493.89;184814.453125
3495.14;185302.734375
3495.27;184814.453125
3496.45;185302.734375
3496.57;184814.453125
3496.73;185302.734375
3497.26;184814.453125
3500.0;185302.734375
3506.33;184814.453125
3506.4;185302.734375
3506.66;184814.453125
3509.73;185302.734375
3510.1;184814.453125
3510.29;185302.734375
3510.63;184814.453125
3511.78;185302.734375
3511.99;184814.453125
3512.46;185302.734375
3512.47;184814.453125
3513.15;185302.734375
3513.3;184814.453125
3514.52;185302.734375
3514.53;184814.453125
3516.33;185302.734375
3516.49;184814.453125
3516.5;185302.734375
3526.76;184814.453125
3529.32;185302.734375
3529.35;184814.453125
3536.94;185302.734375
3547.22;184814.453125
3549.01;185302.734375
3549.02;184814.453125
3552.95;185302.734375
3553.11;184814.453125
3557.49;185302.734375
3530.03;184814.453125
3560.06;185302.734375
3607.18;184814.453125
3706.59;185302.734375
3717.08;184814.453125
3722.51;185302.734375
3722.69;177246.09375
3721.91;185302.734375
3725.04;177246.09375
3750.08;177001.953125
3762.6;177490.234375
3797.03;177001.953125
3800.01;177490.234375
3806.73;177001.953125
3806.74;177490.234375
3806.83;177001.953125
3806.84;177490.234375
3806.93;177001.953125
3817.41;177490.234375
3823.58;177001.953125
3823.59;177490.234375
3826.81;177001.953125
3836.43;177490.234375
3836.5;177001.953125
